5	2.6549e-20
5.0115	2.8639e-20
5.0231	3.1261e-20
5.0347	3.4637e-20
5.0463	3.9126e-20
5.0579	4.5365e-20
5.0696	5.4591e-20
5.0813	6.9567e-20
5.093	9.7993e-20
5.1047	1.7241e-19
5.1165	8.6803e-19
5.1283	2.6675e-19
5.1401	1.1222e-19
5.152	6.9714e-20
5.1639	4.9854e-20
5.1758	3.8368e-20
5.1877	3.0893e-20
5.1997	2.5649e-20
5.2117	2.1772e-20
5.2237	1.8795e-20
5.2357	1.644e-20
5.2478	1.4534e-20
5.2599	1.2961e-20
5.272	1.1643e-20
5.2842	1.0524e-20
5.2964	9.5643e-21
5.3086	8.7324e-21
5.3208	8.0055e-21
5.3331	7.3657e-21
5.3454	6.7989e-21
5.3577	6.2939e-21
5.3701	5.8417e-21
5.3825	5.4349e-21
5.3949	5.0674e-21
5.4073	4.7341e-21
5.4198	4.4308e-21
5.4323	4.1538e-21
5.4448	3.9003e-21
5.4574	3.6675e-21
5.4699	3.4533e-21
5.4826	3.2557e-21
5.4952	3.0729e-21
5.5079	2.9037e-21
5.5206	2.7466e-21
5.5333	2.6006e-21
5.5461	2.4645e-21
5.5589	2.3377e-21
5.5717	2.2192e-21
5.5845	2.1083e-21
5.5974	2.0045e-21
5.6103	1.9072e-21
5.6232	1.8158e-21
5.6362	1.7299e-21
5.6492	1.6491e-21
5.6622	1.5729e-21
5.6753	1.5012e-21
5.6884	1.4335e-21
5.7015	1.3695e-21
5.7146	1.3091e-21
5.7278	1.2519e-21
5.741	1.1977e-21
5.7543	1.1465e-21
5.7675	1.0978e-21
5.7808	1.0517e-21
5.7942	1.0079e-21
5.8075	9.6634e-22
5.8209	9.2681e-22
5.8343	8.8922e-22
5.8478	8.5344e-22
5.8613	8.1939e-22
5.8748	7.8694e-22
5.8884	7.5603e-22
5.9019	7.2655e-22
5.9155	6.9842e-22
5.9292	6.7158e-22
5.9429	6.4596e-22
5.9566	6.2148e-22
5.9703	5.9809e-22
5.9841	5.7573e-22
5.9979	5.5434e-22
6.0117	5.3388e-22
6.0256	5.143e-22
6.0394	4.9555e-22
6.0534	4.776e-22
6.0673	4.604e-22
6.0813	4.4391e-22
6.0954	4.2811e-22
6.1094	4.1295e-22
6.1235	3.9841e-22
6.1376	3.8446e-22
6.1518	3.7107e-22
6.166	3.5822e-22
6.1802	3.4587e-22
6.1944	3.3401e-22
6.2087	3.2262e-22
6.223	3.1167e-22
6.2374	3.0114e-22
6.2518	2.9101e-22
6.2662	2.8127e-22
6.2806	2.7191e-22
6.2951	2.6289e-22
6.3096	2.5422e-22
6.3242	2.4587e-22
6.3388	2.3782e-22
6.3534	2.3008e-22
6.368	2.2262e-22
6.3827	2.1543e-22
6.3974	2.085e-22
6.4122	2.0183e-22
6.427	1.9539e-22
6.4418	1.8919e-22
6.4566	1.832e-22
6.4715	1.7743e-22
6.4865	1.7186e-22
6.5014	1.6649e-22
6.5164	1.613e-22
6.5314	1.563e-22
6.5465	1.5147e-22
6.5616	1.468e-22
6.5767	1.423e-22
6.5919	1.3795e-22
6.6071	1.3375e-22
6.6223	1.2969e-22
6.6376	1.2576e-22
6.6529	1.2197e-22
6.6682	1.1831e-22
6.6836	1.1477e-22
6.699	1.1134e-22
6.7145	1.0803e-22
6.73	1.0483e-22
6.7455	1.0173e-22
6.761	9.8739e-23
6.7766	9.5841e-23
6.7923	9.3038e-23
6.8079	9.0325e-23
6.8236	8.77e-23
6.8394	8.5159e-23
6.8551	8.2699e-23
6.8709	8.0318e-23
6.8868	7.8013e-23
6.9027	7.578e-23
6.9186	7.3618e-23
6.9345	7.1524e-23
6.9505	6.9496e-23
6.9666	6.7531e-23
6.9826	6.5628e-23
6.9987	6.3783e-23
7.0149	6.1996e-23
7.031	6.0263e-23
7.0473	5.8584e-23
7.0635	5.6957e-23
7.0798	5.5379e-23
7.0961	5.385e-23
7.1125	5.2367e-23
7.1289	5.0928e-23
7.1453	4.9534e-23
7.1618	4.8181e-23
7.1783	4.6869e-23
7.1949	4.5596e-23
7.2115	4.4362e-23
7.2281	4.3164e-23
7.2448	4.2001e-23
7.2615	4.0873e-23
7.2782	3.9779e-23
7.295	3.8716e-23
7.3118	3.7685e-23
7.3287	3.6684e-23
7.3456	3.5712e-23
7.3625	3.4769e-23
7.3795	3.3853e-23
7.3965	3.2964e-23
7.4136	3.21e-23
7.4307	3.1261e-23
7.4478	3.0447e-23
7.465	2.9656e-23
7.4822	2.8887e-23
7.4994	2.814e-23
7.5167	2.7415e-23
7.5341	2.671e-23
7.5514	2.6026e-23
7.5689	2.536e-23
