5	1.1678e-22
5.0115	1.1354e-22
5.0231	1.1039e-22
5.0347	1.0734e-22
5.0463	1.0438e-22
5.0579	1.0152e-22
5.0696	9.8739e-23
5.0813	9.6045e-23
5.093	9.3431e-23
5.1047	9.0895e-23
5.1165	8.8436e-23
5.1283	8.6049e-23
5.1401	8.3733e-23
5.152	8.1485e-23
5.1639	7.9304e-23
5.1758	7.7186e-23
5.1877	7.5131e-23
5.1997	7.3135e-23
5.2117	7.1196e-23
5.2237	6.9314e-23
5.2357	6.7486e-23
5.2478	6.5711e-23
5.2599	6.3986e-23
5.272	6.231e-23
5.2842	6.0682e-23
5.2964	5.9101e-23
5.3086	5.7563e-23
5.3208	5.607e-23
5.3331	5.4618e-23
5.3454	5.3206e-23
5.3577	5.1834e-23
5.3701	5.0501e-23
5.3825	4.9204e-23
5.3949	4.7943e-23
5.4073	4.6717e-23
5.4198	4.5525e-23
5.4323	4.4365e-23
5.4448	4.3237e-23
5.4574	4.214e-23
5.4699	4.1073e-23
5.4826	4.0035e-23
5.4952	3.9025e-23
5.5079	3.8042e-23
5.5206	3.7086e-23
5.5333	3.6155e-23
5.5461	3.525e-23
5.5589	3.4369e-23
5.5717	3.3511e-23
5.5845	3.2676e-23
5.5974	3.1864e-23
5.6103	3.1073e-23
5.6232	3.0303e-23
5.6362	2.9553e-23
5.6492	2.8823e-23
5.6622	2.8112e-23
5.6753	2.742e-23
5.6884	2.6747e-23
5.7015	2.609e-23
5.7146	2.5451e-23
5.7278	2.4829e-23
5.741	2.4223e-23
5.7543	2.3632e-23
5.7675	2.3057e-23
5.7808	2.2497e-23
5.7942	2.1951e-23
5.8075	2.1419e-23
5.8209	2.0901e-23
5.8343	2.0397e-23
5.8478	1.9905e-23
5.8613	1.9426e-23
5.8748	1.8959e-23
5.8884	1.8504e-23
5.9019	1.8061e-23
5.9155	1.7629e-23
5.9292	1.7208e-23
5.9429	1.6797e-23
5.9566	1.6397e-23
5.9703	1.6007e-23
5.9841	1.5627e-23
5.9979	1.5257e-23
6.0117	1.4896e-23
6.0256	1.4544e-23
6.0394	1.4201e-23
6.0534	1.3866e-23
6.0673	1.354e-23
6.0813	1.3222e-23
6.0954	1.2912e-23
6.1094	1.261e-23
6.1235	1.2315e-23
6.1376	1.2027e-23
6.1518	1.1747e-23
6.166	1.1474e-23
6.1802	1.1207e-23
6.1944	1.0947e-23
6.2087	1.0694e-23
6.223	1.0447e-23
6.2374	1.0205e-23
6.2518	9.9703e-24
6.2662	9.741e-24
6.2806	9.5172e-24
6.2951	9.299e-24
6.3096	9.0862e-24
6.3242	8.8785e-24
6.3388	8.676e-24
6.3534	8.4784e-24
6.368	8.2857e-24
6.3827	8.0977e-24
6.3974	7.9143e-24
6.4122	7.7354e-24
6.427	7.5608e-24
6.4418	7.3905e-24
6.4566	7.2243e-24
6.4715	7.0622e-24
6.4865	6.904e-24
6.5014	6.7497e-24
6.5164	6.5992e-24
6.5314	6.4522e-24
6.5465	6.3089e-24
6.5616	6.169e-24
6.5767	6.0326e-24
6.5919	5.8994e-24
6.6071	5.7694e-24
6.6223	5.6426e-24
6.6376	5.5189e-24
6.6529	5.3982e-24
6.6682	5.2804e-24
6.6836	5.1654e-24
6.699	5.0532e-24
6.7145	4.9437e-24
6.73	4.8369e-24
6.7455	4.7326e-24
6.761	4.6309e-24
6.7766	4.5316e-24
6.7923	4.4347e-24
6.8079	4.3402e-24
6.8236	4.2479e-24
6.8394	4.1578e-24
6.8551	4.07e-24
6.8709	3.9842e-24
6.8868	3.9005e-24
6.9027	3.8188e-24
6.9186	3.7391e-24
6.9345	3.6614e-24
6.9505	3.5855e-24
6.9666	3.5114e-24
6.9826	3.4391e-24
6.9987	3.3686e-24
7.0149	3.2997e-24
7.031	3.2325e-24
7.0473	3.167e-24
7.0635	3.103e-24
7.0798	3.0406e-24
7.0961	2.9797e-24
7.1125	2.9202e-24
7.1289	2.8622e-24
7.1453	2.8056e-24
7.1618	2.7504e-24
7.1783	2.6965e-24
7.1949	2.6439e-24
7.2115	2.5926e-24
7.2281	2.5425e-24
7.2448	2.4937e-24
7.2615	2.446e-24
7.2782	2.3995e-24
7.295	2.3541e-24
7.3118	2.3099e-24
7.3287	2.2667e-24
7.3456	2.2245e-24
7.3625	2.1834e-24
7.3795	2.1433e-24
7.3965	2.1042e-24
7.4136	2.066e-24
7.4307	2.0288e-24
7.4478	1.9924e-24
7.465	1.957e-24
7.4822	1.9224e-24
7.4994	1.8887e-24
7.5167	1.8558e-24
7.5341	1.8237e-24
7.5514	1.7924e-24
7.5689	1.7618e-24
7.5863	1.7321e-24
7.6038	1.703e-24
7.6213	1.6747e-24
7.6389	1.647e-24
7.6565	1.6201e-24
7.6742	1.5938e-24
7.6919	1.5681e-24
7.7096	1.5431e-24
7.7274	1.5187e-24
7.7452	1.4949e-24
7.7631	1.4717e-24
7.781	1.449e-24
7.7989	1.4269e-24
7.8169	1.4054e-24
7.8349	1.3844e-24
7.853	1.3639e-24
7.8711	1.3439e-24
7.8893	1.3244e-24
7.9074	1.3054e-24
7.9257	1.2868e-24
7.944	1.2687e-24
7.9623	1.2511e-24
7.9806	1.2338e-24
7.999	1.217e-24
8.0175	1.2007e-24
8.036	1.1847e-24
8.0545	1.1691e-24
8.0731	1.1538e-24
8.0917	1.139e-24
8.1104	1.1245e-24
8.1291	1.1103e-24
8.1478	1.0965e-24
8.1666	1.083e-24
8.1854	1.0699e-24
8.2043	1.057e-24
8.2232	1.0445e-24
8.2422	1.0323e-24
8.2612	1.0203e-24
8.2802	1.0086e-24
8.2993	9.9724e-25
8.3185	9.861e-25
8.3377	9.7523e-25
8.3569	9.646e-25
8.3762	9.5422e-25
8.3955	9.4408e-25
8.4148	9.3417e-25
8.4342	9.2448e-25
8.4537	9.1501e-25
8.4732	9.0575e-25
8.4927	8.967e-25
8.5123	8.8784e-25
8.5319	8.7918e-25
8.5516	8.7071e-25
8.5713	8.6242e-25
8.5911	8.5431e-25
8.6109	8.4637e-25
8.6308	8.3859e-25
8.6507	8.3098e-25
8.6706	8.2353e-25
8.6906	8.1623e-25
8.7106	8.0908e-25
8.7307	8.0208e-25
8.7509	7.9521e-25
8.771	7.8848e-25
8.7913	7.8188e-25
8.8115	7.7541e-25
8.8319	7.6906e-25
8.8522	7.6284e-25
8.8726	7.5673e-25
8.8931	7.5074e-25
8.9136	7.4485e-25
8.9342	7.3907e-25
8.9548	7.334e-25
8.9754	7.2783e-25
8.9961	7.2235e-25
9.0169	7.1697e-25
9.0377	7.1168e-25
9.0585	7.0648e-25
9.0794	7.0137e-25
9.1003	6.9634e-25
9.1213	6.914e-25
9.1423	6.8653e-25
9.1634	6.8174e-25
9.1846	6.7702e-25
9.2057	6.7238e-25
9.227	6.6781e-25
9.2482	6.6331e-25
9.2696	6.5887e-25
9.2909	6.545e-25
9.3124	6.5019e-25
9.3338	6.4595e-25
9.3554	6.4176e-25
9.3769	6.3763e-25
9.3986	6.3355e-25
9.4202	6.2954e-25
9.442	6.2557e-25
9.4637	6.2166e-25
9.4856	6.1779e-25
9.5074	6.1398e-25
9.5294	6.1021e-25
9.5513	6.0649e-25
9.5734	6.0282e-25
9.5954	5.9919e-25
9.6176	5.956e-25
9.6397	5.9206e-25
9.662	5.8856e-25
9.6842	5.8509e-25
9.7066	5.8167e-25
9.729	5.7828e-25
9.7514	5.7494e-25
9.7739	5.7162e-25
9.7964	5.6835e-25
9.819	5.6511e-25
9.8417	5.619e-25
9.8643	5.5873e-25
9.8871	5.5558e-25
9.9099	5.5248e-25
9.9327	5.494e-25
9.9557	5.4635e-25
9.9786	5.4334e-25
10.002	5.4035e-25
10.025	5.3739e-25
10.048	5.3446e-25
10.071	5.3156e-25
10.094	5.2869e-25
10.117	5.2585e-25
10.141	5.2303e-25
10.164	5.2024e-25
10.188	5.1748e-25
10.211	5.1474e-25
10.235	5.1202e-25
10.258	5.0933e-25
10.282	5.0667e-25
10.306	5.0403e-25
10.329	5.0142e-25
10.353	4.9882e-25
10.377	4.9625e-25
